sentence,cryptocurrency,span_start,span_stop
This is my sentence that contains a LOC,lockchain,36,39
This Worldcore my sentence that contains a cryptocurrency.,worldcore,5,14
This WRC my sentence that contains a cryptocurrency.,worldcore,5,8
This is my sentence that contains Gifto cryptocurrency.,gifto,34,39
This is my sentence that contains GTO cryptocurrency.,gifto,34,37
YENTEN is my sentence that contains a cryptocurrency.,yenten,0,6
YTN is my sentence that contains a cryptocurrency.,yenten,0,3
This is my sentence that contains Genaro Network cryptocurrency.,genaro-network,34,48
This is my sentence that contains GNX cryptocurrency.,genaro-network,34,37
This is my sentence United Bitcoin contains a cryptocurrency.,united-bitcoin,20,34
This is my sentence UBTC contains a cryptocurrency.,united-bitcoin,20,24
This is my sentence Starbase contains a cryptocurrency.,starbase,20,28
This is my sentence STAR contains a cryptocurrency.,starbase,20,24
This OST my sentence that contains a cryptocurrency.,ost,5,8
This OST my sentence that contains a cryptocurrency.,ost,5,8
This is my Storm that contains a cryptocurrency.,storm,11,16
This is my STORM that contains a cryptocurrency.,storm,11,16
This is my sentence that Dynamic Trading Rights a cryptocurrency.,dynamic-trading-rights,25,47
This is my sentence that DTR a cryptocurrency.,dynamic-trading-rights,25,28
This is my sentence that aelf a cryptocurrency.,aelf,25,29
This is my sentence that ELF a cryptocurrency.,aelf,25,28
This WAX my sentence that contains a cryptocurrency.,wax,5,8
This WAX my sentence that contains a cryptocurrency.,wax,5,8
This is my sentence MediBloc [QRC20] contains a cryptocurrency.,medibloc,20,36
This is my sentence MED contains a cryptocurrency.,medibloc,20,23
This DEW my sentence that contains a cryptocurrency.,dew,5,8
This DEW my sentence that contains a cryptocurrency.,dew,5,8
This is my sentence that contains a NAGA,naga,36,40
This is my sentence that contains a NGC,naga,36,39
This is my sentence that contains a Bread,bread,36,41
This is my sentence that contains a BRD,bread,36,39
This is my sentence Bibox Token contains a cryptocurrency.,bibox-token,20,31
This is my sentence BIX contains a cryptocurrency.,bibox-token,20,23
This is my Dai that contains a cryptocurrency.,dai,11,14
This is my DAI that contains a cryptocurrency.,dai,11,14
SophiaTX is my sentence that contains a cryptocurrency.,sophiatx,0,8
SPHTX is my sentence that contains a cryptocurrency.,sophiatx,0,5
This is my sentence that Bounty0x a cryptocurrency.,bounty0x,25,33
This is my sentence that BNTY a cryptocurrency.,bounty0x,25,29
This is my sentence that contains a Ace,ace,36,39
This is my sentence that contains a ACE,ace,36,39
This DIMCOIN my sentence that contains a cryptocurrency.,dimcoin,5,12
This DIM my sentence that contains a cryptocurrency.,dimcoin,5,8
SIRIN LABS Token is my sentence that contains a cryptocurrency.,sirin-labs-token,0,16
SRN is my sentence that contains a cryptocurrency.,sirin-labs-token,0,3
This is my sentence that Cryptopay a cryptocurrency.,cryptopay,25,34
This is my sentence that CPAY a cryptocurrency.,cryptopay,25,29
This HTMLCOIN my sentence that contains a cryptocurrency.,html-coin,5,13
This HTML my sentence that contains a cryptocurrency.,html-coin,5,9
This is DeepBrain Chain sentence that contains a cryptocurrency.,deepbrain-chain,8,23
This is DBC sentence that contains a cryptocurrency.,deepbrain-chain,8,11
HomeBlockCoin is my sentence that contains a cryptocurrency.,homeblockcoin,0,13
HBC is my sentence that contains a cryptocurrency.,homeblockcoin,0,3
This is my sentence that contains a Neumark,neumark,36,43
This is my sentence that contains a NEU,neumark,36,39
This is UTRUST sentence that contains a cryptocurrency.,utrust,8,14
This is UTK sentence that contains a cryptocurrency.,utrust,8,11
This is my sentence QLINK contains a cryptocurrency.,qlink,20,25
This is my sentence QLC contains a cryptocurrency.,qlink,20,23
This is my sentence that contains a HEROcoin,herocoin,36,44
This is my sentence that contains a PLAY,herocoin,36,40
This is my sentence BigONE Token contains a cryptocurrency.,bigone-token,20,32
This is my sentence BIG contains a cryptocurrency.,bigone-token,20,23
This Matryx my sentence that contains a cryptocurrency.,matryx,5,11
This MTX my sentence that contains a cryptocurrency.,matryx,5,8
This Olympus Labs my sentence that contains a cryptocurrency.,olympus-labs,5,17
This MOT my sentence that contains a cryptocurrency.,olympus-labs,5,8
This is Hyper Pay sentence that contains a cryptocurrency.,hyper-pay,8,17
This is HPY sentence that contains a cryptocurrency.,hyper-pay,8,11
This is my Pylon Network that contains a cryptocurrency.,pylon-network,11,24
This is my PYLNT that contains a cryptocurrency.,pylon-network,11,16
This is my sentence that contains a ENTCash,entcash,36,43
This is my sentence that contains a ENT,entcash,36,39
This is my sentence that contains STRAKS cryptocurrency.,straks,34,40
This is my sentence that contains STAK cryptocurrency.,straks,34,38
This is my FidentiaX that contains a cryptocurrency.,fidentiax,11,20
This is my FDX that contains a cryptocurrency.,fidentiax,11,14
BitClave is my sentence that contains a cryptocurrency.,bitclave,0,8
CAT is my sentence that contains a cryptocurrency.,bitclave,0,3
This is my sentence Lightning Bitcoin contains a cryptocurrency.,lightning-bitcoin,20,37
This is my sentence LBTC contains a cryptocurrency.,lightning-bitcoin,20,24
This is my sentence that Game.com a cryptocurrency.,game,25,33
This is my sentence that GTC a cryptocurrency.,game,25,28
This is my sentence that contains Lamden cryptocurrency.,lamden,34,40
This is my sentence that contains TAU cryptocurrency.,lamden,34,37
This is Escroco sentence that contains a cryptocurrency.,escoro,8,15
This is ESC sentence that contains a cryptocurrency.,escoro,8,11
This is Bloom sentence that contains a cryptocurrency.,bloomtoken,8,13
This is BLT sentence that contains a cryptocurrency.,bloomtoken,8,11
This is my sentence SwftCoin contains a cryptocurrency.,swftcoin,20,28
This is my sentence SWFTC contains a cryptocurrency.,swftcoin,20,25
This is my Covesting that contains a cryptocurrency.,covesting,11,20
This is my COV that contains a cryptocurrency.,covesting,11,14
This is my sentence that CanYaCoin a cryptocurrency.,canyacoin,25,34
This is my sentence that CAN a cryptocurrency.,canyacoin,25,28
This is my sentence that contains a AppCoins,appcoins,36,44
This is my sentence that contains a APPC,appcoins,36,40
This is my sentence that contains High Performance Blockchain cryptocurrency.,high-performance-blockchain,34,61
This is my sentence that contains HPB cryptocurrency.,high-performance-blockchain,34,37
This is my sentence that contains WaykiChain cryptocurrency.,waykichain,34,44
This is my sentence that contains WICC cryptocurrency.,waykichain,34,38
This is my NumusCash that contains a cryptocurrency.,numuscash,11,20
This is my NUMUS that contains a cryptocurrency.,numuscash,11,16
Measurable Data Token is my sentence that contains a cryptocurrency.,measurable-data-token,0,21
MDT is my sentence that contains a cryptocurrency.,measurable-data-token,0,3
This is my sentence that contains a Mixin,mixin,36,41
This is my sentence that contains a XIN,mixin,36,39
This is my sentence that contains a GameChain System,gamechain,36,52
This is my sentence that contains a GCS,gamechain,36,39
This is my sentence that Numus a cryptocurrency.,numus,25,30
This is my sentence that NMS a cryptocurrency.,numus,25,28
Coinlancer is my sentence that contains a cryptocurrency.,coinlancer,0,10
CL is my sentence that contains a cryptocurrency.,coinlancer,0,2
This is my sentence that contains CryptopiaFeeShares cryptocurrency.,cryptopiafeeshares,34,52
This is my sentence that contains CEFS cryptocurrency.,cryptopiafeeshares,34,38
This is my sentence GET Protocol contains a cryptocurrency.,get-protocol,20,32
This is my sentence GET contains a cryptocurrency.,get-protocol,20,23
This is my sentence that contains a OP Coin,op-coin,36,43
This is my sentence that contains a OPC,op-coin,36,39
This is my sentence that contains CFun cryptocurrency.,cfun,34,38
This is my sentence that contains CFUN cryptocurrency.,cfun,34,38
This AI Doctor my sentence that contains a cryptocurrency.,aidoc,5,14
This AIDOC my sentence that contains a cryptocurrency.,aidoc,5,10
This is my sentence that contains Content and AD Network cryptocurrency.,content-and-ad-network,34,56
This is my sentence that contains CAN cryptocurrency.,content-and-ad-network,34,37
This is my sentence that contains Polis cryptocurrency.,polis,34,39
This is my sentence that contains POLIS cryptocurrency.,polis,34,39
This is my Hacken that contains a cryptocurrency.,hacken,11,17
This is my HKN that contains a cryptocurrency.,hacken,11,14
Show is my sentence that contains a cryptocurrency.,show,0,4
SHOW is my sentence that contains a cryptocurrency.,show,0,4
This is my sentence that contains Steneum Coin cryptocurrency.,steneum-coin,34,46
This is my sentence that contains STN cryptocurrency.,steneum-coin,34,37
Zap is my sentence that contains a cryptocurrency.,zap,0,3
ZAP is my sentence that contains a cryptocurrency.,zap,0,3
This is my sentence that contains TokenClub cryptocurrency.,tokenclub,34,43
This is my sentence that contains TCT cryptocurrency.,tokenclub,34,37
This is my sentence that FairGame a cryptocurrency.,fairgame,25,33
This is my sentence that FAIR a cryptocurrency.,fairgame,25,29
This is my sentence that contains a Aigang,aigang,36,42
This is my sentence that contains a AIX,aigang,36,39
This is my REBL that contains a cryptocurrency.,rebl,11,15
This is my REBL that contains a cryptocurrency.,rebl,11,15
INS Ecosystem is my sentence that contains a cryptocurrency.,ins-ecosystem,0,13
INS is my sentence that contains a cryptocurrency.,ins-ecosystem,0,3
Bitcoin God is my sentence that contains a cryptocurrency.,bitcoin-god,0,11
GOD is my sentence that contains a cryptocurrency.,bitcoin-god,0,3
This United Traders Token my sentence that contains a cryptocurrency.,uttoken,5,25
This UTT my sentence that contains a cryptocurrency.,uttoken,5,8
This Commodity Ad Network my sentence that contains a cryptocurrency.,commodity-ad-network,5,25
This CDX my sentence that contains a cryptocurrency.,commodity-ad-network,5,8
Trade Token is my sentence that contains a cryptocurrency.,trade-token,0,11
TIO is my sentence that contains a cryptocurrency.,trade-token,0,3
This is BitDegree sentence that contains a cryptocurrency.,bitdegree,8,17
This is BDG sentence that contains a cryptocurrency.,bitdegree,8,11
QunQun is my sentence that contains a cryptocurrency.,qunqun,0,6
QUN is my sentence that contains a cryptocurrency.,qunqun,0,3
This is my TopChain that contains a cryptocurrency.,topchain,11,19
This is my TOPC that contains a cryptocurrency.,topchain,11,15
This is Leverj sentence that contains a cryptocurrency.,leverj,8,14
This is LEV sentence that contains a cryptocurrency.,leverj,8,11
This is my sentence that contains a Karma,karma,36,41
This is my sentence that contains a KRM,karma,36,39
This is my Kcash that contains a cryptocurrency.,kcash,11,16
This is my KCASH that contains a cryptocurrency.,kcash,11,16
ATN is my sentence that contains a cryptocurrency.,atn,0,3
ATN is my sentence that contains a cryptocurrency.,atn,0,3
This is my sentence Spectre.ai Dividend Token contains a cryptocurrency.,spectre-dividend,20,45
This is my sentence SXDT contains a cryptocurrency.,spectre-dividend,20,24
This is Spectre.ai Utility Token sentence that contains a cryptocurrency.,spectre-utility,8,32
This is SXUT sentence that contains a cryptocurrency.,spectre-utility,8,12
This is my Jingtum Tech that contains a cryptocurrency.,jingtum-tech,11,23
This is my SWTC that contains a cryptocurrency.,jingtum-tech,11,15
This is Vezt sentence that contains a cryptocurrency.,vezt,8,12
This is VZT sentence that contains a cryptocurrency.,vezt,8,11
This is Cloud sentence that contains a cryptocurrency.,cloud,8,13
This is CLD sentence that contains a cryptocurrency.,cloud,8,11
This is my sentence that United Crypto Community a cryptocurrency.,ucom,25,48
This is my sentence that UCOM a cryptocurrency.,ucom,25,29
This is Bitcoin Atom sentence that contains a cryptocurrency.,bitcoin-atom,8,20
This is BCA sentence that contains a cryptocurrency.,bitcoin-atom,8,11
This is ugChain sentence that contains a cryptocurrency.,ugchain,8,15
This is UGC sentence that contains a cryptocurrency.,ugchain,8,11
This is my sentence that Bankex a cryptocurrency.,bankex,25,31
This is my sentence that BKX a cryptocurrency.,bankex,25,28
This is EchoLink sentence that contains a cryptocurrency.,echolink,8,16
This is EKO sentence that contains a cryptocurrency.,echolink,8,11
This is Bottos sentence that contains a cryptocurrency.,bottos,8,14
This is BTO sentence that contains a cryptocurrency.,bottos,8,11
This is Telcoin sentence that contains a cryptocurrency.,telcoin,8,15
This is TEL sentence that contains a cryptocurrency.,telcoin,8,11
This is my sentence that contains Ignition cryptocurrency.,ignition,34,42
This is my sentence that contains IC cryptocurrency.,ignition,34,36
This is my sentence that contains WETH cryptocurrency.,weth,34,38
This is my sentence that contains WETH cryptocurrency.,weth,34,38
